xValue,yValue
0,16.566436955830643
1,17.340690441545508
2,17.58521226477803
3,16.86879122164013
4,17.135967637642803
5,17.071293026974605
6,16.309081892494913
7,15.426814498470804
8,14.489012605673102
9,14.536312811131314
10,14.24605205331356
11,13.568865554643992
12,14.296547207611939
13,13.73322839677422
14,12.744487188024127
15,13.483618174866397
16,14.202365547485984
17,14.556966855935105
18,14.959704209885208
19,14.553892238061106
20,14.626566732774666
21,13.914576608334688
22,14.657076267569483
23,15.433331951317626
24,16.344266894569195
25,15.714464161974401
26,15.565381064621894
27,15.50957458706326
28,16.418735656078514
29,16.974209116914096
30,17.766338883495024
31,17.070769790225036
32,16.78444847869442
33,16.554933601223322
34,16.766115985523506
35,17.403690091323313
36,17.06180276222667
37,16.854258622446835
38,16.38969161112669
39,16.03776015425614
40,15.820715647072046
41,14.91722867920042
42,14.948406646557086
43,15.903010202261486
44,16.637827808774315
45,16.71059016097844
46,17.675501076369954
47,17.653830732658
48,18.41570866180501
49,19.069636300565804
50,19.957815361723288
51,19.262617089903774
52,19.418262551207572
53,20.377245598216177
54,20.49673928103862
55,20.82607637729826
56,20.30446925076214
57,21.02199691871995
58,20.399092008207955
59,20.351871335575353
60,19.92049702755537
61,19.344419845444076
62,19.729000524635442
63,18.79247109170112
64,18.2975949600844
65,17.569278427878164
66,17.108174421319095
67,17.961558277081004
68,18.57460819822979
69,19.097594105935713
70,18.95697447894176
71,19.027560537913505
72,19.749720461758326
73,20.626632020011957
74,19.85375267547941
75,19.3168560157861
76,18.597116097238352
77,19.24803644241611
78,18.88197817869196
79,18.119512313594704
80,18.717116826393326
81,18.392706546398312
82,19.139013313101763
83,19.663589093694423
84,20.474533645072714
85,19.92622290229138
86,20.359338750508336
87,19.701453634908773
88,20.614890646158006
89,19.773869542227608
90,19.327531344357865
91,19.400954305785508
92,19.373098393975088
93,20.270387189847
94,19.503162543783148
95,18.760274646983774
96,18.91430411976398
97,19.61836362177486
98,19.18580150733031
99,18.89362124221859
100,19.107647103488222
101,19.73629695305871
102,19.145548862004883
103,19.140496362794817
104,19.746118771710595
105,20.305850156439796
106,21.27378762293998
107,20.30569093348579
108,20.07657417050674
109,20.499838879925278
110,19.696860518944565
111,19.94122805875093
112,20.456818437694196
113,20.8836724297218
114,21.47832597152666
115,21.646665822571293
116,21.47488408388859
117,21.769934004201005
118,22.49459305938814
119,22.265081162028647
120,22.974003418815165
121,23.793646782561268
122,23.06113602925965
123,23.55351438556051
124,23.621021244216966
125,23.34265182379172
126,22.418839499256638
127,22.1111199560171
128,22.49819266187436
129,22.553551381616234
130,22.964218290934607
131,23.01235873094673
